"SEX","GEO","UNIT","TIME","AGE","ICD10","Value","Flag and Footnotes"
"Total","Liechtenstein","Rate","2013","Less than 65 years","Sudden infant death syndrome","3.51",""
"Total","Liechtenstein","Rate","2013","Less than 65 years","Ill-defined and unknown causes of mortality",":",""
"Total","Liechtenstein","Rate","2013","Less than 65 years","Other symptoms, signs and abnormal clinical and laboratory findings (remainder of R00-R99)","0",""
"Total","Liechtenstein","Rate","2013","Less than 65 years","External causes of morbidity and mortality (V01-Y89)","20.83",""
"Total","Liechtenstein","Rate","2013","Less than 65 years","Accidents (V01-X59, Y85, Y86)","11.54",""
"Total","Liechtenstein","Rate","2013","Less than 65 years","Transport accidents (V01-V99, Y85)","2.89",""
"Total","Liechtenstein","Rate","2013","Less than 65 years","Other accidents (W20-W64, W75-X39, X50-X59, Y86)","2.89",""
"Total","Liechtenstein","Rate","2013","Less than 65 years","Falls","5.77",""
"Total","Liechtenstein","Rate","2013","Less than 65 years","Accidental drowning and submersion",":",""
"Total","Liechtenstein","Rate","2013","Less than 65 years","Intentional self-harm","9.29",""
"Total","Liechtenstein","Rate","2013","Less than 65 years","Accidental poisoning by and exposure to noxious substances","0",""
"Total","Liechtenstein","Rate","2013","Less than 65 years","Assault",":",""
"Total","Liechtenstein","Rate","2013","Less than 65 years","Event of undetermined intent","0",""
"Total","Liechtenstein","Rate","2013","Less than 65 years","Other external causes of morbidity and mortality (remainder of V01-Y89)",":",""
"Total","Norway","Rate","2011","Total","All causes of death (A00-Y89) excluding S00-T98","996.31",""
"Total","Norway","Rate","2011","Total","Certain infectious and parasitic diseases (A00-B99)","23.03",""
"Total","Norway","Rate","2011","Total","Tuberculosis","0.69",""
"Total","Norway","Rate","2011","Total","Viral hepatitis and sequelae of viral hepatitis","0.28",""
"Total","Norway","Rate","2011","Total","Human immunodeficiency virus [HIV] disease","0.27",""
"Total","Norway","Rate","2011","Total","Other infectious and parasitic diseases (remainder of A00-B99)","21.79",""
"Total","Norway","Rate","2011","Total","Neoplasms","270.75",""
"Total","Norway","Rate","2011","Total","Malignant neoplasms (C00-C97)","264.45",""
"Total","Norway","Rate","2011","Total","Malignant neoplasm of lip, oral cavity, pharynx","3.73",""
"Total","Norway","Rate","2011","Total","Malignant neoplasm of oesophagus","4.51",""
"Total","Norway","Rate","2011","Total","Malignant neoplasm of stomach","8.82",""
"Total","Norway","Rate","2011","Total","Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal","38.1",""
"Total","Norway","Rate","2011","Total","Malignant neoplasm of liver and intrahepatic bile ducts","5.02",""
"Total","Norway","Rate","2011","Total","Malignant neoplasm of pancreas","15.94",""
"Total","Norway","Rate","2011","Total","Malignant neoplasm of larynx","1.12",""
"Total","Norway","Rate","2011","Total","Malignant neoplasm of trachea, bronchus and lung","54.09",""
"Total","Norway","Rate","2011","Total","Malignant melanoma of skin","7.8",""
"Total","Norway","Rate","2011","Total","Malignant neoplasm of breast","14.41",""
"Total","Norway","Rate","2011","Total","Malignant neoplasm of cervix uteri","1.52",""
"Total","Norway","Rate","2011","Total","Malignant neoplasm of other parts of uterus","3.88",""
"Total","Norway","Rate","2011","Total","Malignant neoplasm of ovary","7.73",""
"Total","Norway","Rate","2011","Total","Malignant neoplasm of prostate","25.88",""
"Total","Norway","Rate","2011","Total","Malignant neoplasm of kidney, except renal pelvis","6.87",""
"Total","Norway","Rate","2011","Total","Malignant neoplasm of bladder","8.63",""
"Total","Norway","Rate","2011","Total","Malignant neoplasm of brain and central nervous system","7.72",""
"Total","Norway","Rate","2011","Total","Malignant neoplasm of thyroid gland","0.86",""
"Total","Norway","Rate","2011","Total","Hodgkin disease and lymphomas","8.46",""
"Total","Norway","Rate","2011","Total","Other malignant neoplasm of lymphoid, haematopoietic and related tissue","6.21",""
"Total","Norway","Rate","2011","Total","Leukaemia","7.26",""
"Total","Norway","Rate","2011","Total","Other malignant neoplasms (remainder of C00-C97)","25.9",""
"Total","Norway","Rate","2011","Total","Non-malignant neoplasms (benign and uncertain)","6.31",""
"Total","Norway","Rate","2011","Total","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","3.47",""
"Total","Norway","Rate","2011","Total","Endocrine, nutritional and metabolic diseases (E00-E90)","24.42",""
"Total","Norway","Rate","2011","Total","Diabetes mellitus","17.08",""
"Total","Norway","Rate","2011","Total","Other endocrine, nutritional and metabolic diseases (remainder of E00-E90)","7.34",""
"Total","Norway","Rate","2011","Total","Mental and behavioural disorders (F00-F99)","48.89",""
"Total","Norway","Rate","2011","Total","Dementia","41.15",""
"Total","Norway","Rate","2011","Total","Mental and behavioural disorders due to use of alcohol","4.5",""
"Total","Norway","Rate","2011","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.57",""
"Total","Norway","Rate","2011","Total","Other mental and behavioural disorders (remainder of F00-F99)","2.66",""
"Total","Norway","Rate","2011","Total","Diseases of the nervous system and the sense organs (G00-H95)","39.95",""
"Total","Norway","Rate","2011","Total","Parkinson disease","6.26",""
"Total","Norway","Rate","2011","Total","Alzheimer disease","19.13",""
"Total","Norway","Rate","2011","Total","Other diseases of the nervous system and the sense organs (remainder of G00-H95)","14.56",""
"Total","Norway","Rate","2011","Total","Diseases of the circulatory system (I00-I99)","314.59",""
"Total","Norway","Rate","2011","Total","Ischaemic heart diseases","121.15",""
"Total","Norway","Rate","2011","Total","Acute myocardial infarction including subsequent myocardial infarction","78.19",""
"Total","Norway","Rate","2011","Total","Other ischaemic heart diseases","42.96",""
"Total","Norway","Rate","2011","Total","Other heart diseases","81.24",""
"Total","Norway","Rate","2011","Total","Cerebrovascular diseases","77.87",""
"Total","Norway","Rate","2011","Total","Other diseases of the circulatory system (remainder of I00-I99)","34.34",""
"Total","Norway","Rate","2011","Total","Diseases of the respiratory system (J00-J99)","98.68",""
"Total","Norway","Rate","2011","Total","Influenza (including swine flu)","0.77",""
"Total","Norway","Rate","2011","Total","Pneumonia","38.29",""
"Total","Norway","Rate","2011","Total","Chronic lower respiratory diseases","50.49",""
"Total","Norway","Rate","2011","Total","Asthma and status asthmaticus","2.26",""
"Total","Norway","Rate","2011","Total","Other lower respiratory diseases","48.23",""
"Total","Norway","Rate","2011","Total","Other diseases of the respiratory system (remainder of J00-J99)","9.14",""
"Total","Norway","Rate","2011","Total","Diseases of the digestive system (K00-K93)","31.2",""
"Total","Norway","Rate","2011","Total","Ulcer of stomach, duodenum and jejunum","4.14",""
"Total","Norway","Rate","2011","Total","Chronic liver disease","4.5",""
"Total","Norway","Rate","2011","Total","Other diseases of the digestive system (remainder of K00-K93)","22.56",""
"Total","Norway","Rate","2011","Total","Diseases of the skin and subcutaneous tissue (L00-L99)","2.28",""
"Total","Norway","Rate","2011","Total","Diseases of the musculoskeletal system and connective tissue (M00-M99)","6.6",""
"Total","Norway","Rate","2011","Total","Rheumatoid arthritis and arthrosis (M05-M06,M15-M19)","1.57",""
"Total","Norway","Rate","2011","Total","Other diseases of the musculoskeletal system and connective tissue (remainder of M00-M99)","5.03",""
"Total","Norway","Rate","2011","Total","Diseases of the genitourinary system (N00-N99)","20.49",""
"Total","Norway","Rate","2011","Total","Diseases of kidney and ureter","12.08",""
"Total","Norway","Rate","2011","Total","Other diseases of the genitourinary system (remainder of N00-N99)","8.41",""
"Total","Norway","Rate","2011","Total","Pregnancy, childbirth and the puerperium (O00-O99)","0.06",""
"Total","Norway","Rate","2011","Total","Certain conditions originating in the perinatal period (P00-P96)","1.2",""
"Total","Norway","Rate","2011","Total","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","2.46",""
"Total","Norway","Rate","2011","Total","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","49.97",""
"Total","Norway","Rate","2011","Total","Sudden infant death syndrome","0.25",""
"Total","Norway","Rate","2011","Total","Ill-defined and unknown causes of mortality","37.39",""
"Total","Norway","Rate","2011","Total","Other symptoms, signs and abnormal clinical and laboratory findings (remainder of R00-R99)","12.33",""
"Total","Norway","Rate","2011","Total","External causes of morbidity and mortality (V01-Y89)","58.27",""
"Total","Norway","Rate","2011","Total","Accidents (V01-X59, Y85, Y86)","43.53",""
"Total","Norway","Rate","2011","Total","Transport accidents (V01-V99, Y85)","4.91",""
"Total","Norway","Rate","2011","Total","Other accidents (W20-W64, W75-X39, X50-X59, Y86)","21.24",""
"Total","Norway","Rate","2011","Total","Falls","10.05",""
"Total","Norway","Rate","2011","Total","Accidental drowning and submersion","1.28",""
"Total","Norway","Rate","2011","Total","Intentional self-harm","12.49",""
"Total","Norway","Rate","2011","Total","Accidental poisoning by and exposure to noxious substances","6.05",""
"Total","Norway","Rate","2011","Total","Assault","2.12",""
"Total","Norway","Rate","2011","Total","Event of undetermined intent","0.06",""
"Total","Norway","Rate","2011","Total","Other external causes of morbidity and mortality (remainder of V01-Y89)","0.06",""
"Total","Norway","Rate","2011","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","172.13",""
"Total","Norway","Rate","2011","Less than 65 years","Certain infectious and parasitic diseases (A00-B99)","2.16",""
"Total","Norway","Rate","2011","Less than 65 years","Tuberculosis","0.13",""
"Total","Norway","Rate","2011","Less than 65 years","Viral hepatitis and sequelae of viral hepatitis","0.29",""
"Total","Norway","Rate","2011","Less than 65 years","Human immunodeficiency virus [HIV] disease","0.24",""
"Total","Norway","Rate","2011","Less than 65 years","Other infectious and parasitic diseases (remainder of A00-B99)","1.51",""
"Total","Norway","Rate","2011","Less than 65 years","Neoplasms","65.4",""
"Total","Norway","Rate","2011","Less than 65 years","Malignant neoplasms (C00-C97)","64.79",""
"Total","Norway","Rate","2011","Less than 65 years","Malignant neoplasm of lip, oral cavity, pharynx","1.13",""
"Total","Norway","Rate","2011","Less than 65 years","Malignant neoplasm of oesophagus","1.15",""
"Total","Norway","Rate","2011","Less than 65 years","Malignant neoplasm of stomach","1.8",""
"Total","Norway","Rate","2011","Less than 65 years","Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal","7.39",""
"Total","Norway","Rate","2011","Less than 65 years","Malignant neoplasm of liver and intrahepatic bile ducts","1.66",""
"Total","Norway","Rate","2011","Less than 65 years","Malignant neoplasm of pancreas","3.56",""
"Total","Norway","Rate","2011","Less than 65 years","Malignant neoplasm of larynx","0.34",""
"Total","Norway","Rate","2011","Less than 65 years","Malignant neoplasm of trachea, bronchus and lung","15.07",""
"Total","Norway","Rate","2011","Less than 65 years","Malignant melanoma of skin","2.77",""
"Total","Norway","Rate","2011","Less than 65 years","Malignant neoplasm of breast","6.36",""
"Total","Norway","Rate","2011","Less than 65 years","Malignant neoplasm of cervix uteri","0.87",""
"Total","Norway","Rate","2011","Less than 65 years","Malignant neoplasm of other parts of uterus","0.81",""
"Total","Norway","Rate","2011","Less than 65 years","Malignant neoplasm of ovary","3.22",""
"Total","Norway","Rate","2011","Less than 65 years","Malignant neoplasm of prostate","1.13",""
"Total","Norway","Rate","2011","Less than 65 years","Malignant neoplasm of kidney, except renal pelvis","1.91",""
"Total","Norway","Rate","2011","Less than 65 years","Malignant neoplasm of bladder","0.8",""
"Total","Norway","Rate","2011","Less than 65 years","Malignant neoplasm of brain and central nervous system","4.31",""
"Total","Norway","Rate","2011","Less than 65 years","Malignant neoplasm of thyroid gland","0.1",""
"Total","Norway","Rate","2011","Less than 65 years","Hodgkin disease and lymphomas","1.47",""
"Total","Norway","Rate","2011","Less than 65 years","Other malignant neoplasm of lymphoid, haematopoietic and related tissue","1.25",""
"Total","Norway","Rate","2011","Less than 65 years","Leukaemia","1.83",""
"Total","Norway","Rate","2011","Less than 65 years","Other malignant neoplasms (remainder of C00-C97)","5.85",""
"Total","Norway","Rate","2011","Less than 65 years","Non-malignant neoplasms (benign and uncertain)","0.61",""
"Total","Norway","Rate","2011","Less than 65 years","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","0.47",""
"Total","Norway","Rate","2011","Less than 65 years","Endocrine, nutritional and metabolic diseases (E00-E90)","3.56",""
"Total","Norway","Rate","2011","Less than 65 years","Diabetes mellitus","2.35",""
"Total","Norway","Rate","2011","Less than 65 years","Other endocrine, nutritional and metabolic diseases (remainder of E00-E90)","1.21",""
"Total","Norway","Rate","2011","Less than 65 years","Mental and behavioural disorders (F00-F99)","4.1",""
"Total","Norway","Rate","2011","Less than 65 years","Dementia","0.13",""
"Total","Norway","Rate","2011","Less than 65 years","Mental and behavioural disorders due to use of alcohol","2.78",""
"Total","Norway","Rate","2011","Less than 65 years","Drug dependence, toxicomania (F11-F16, F18-F19)","0.67",""
"Total","Norway","Rate","2011","Less than 65 years","Other mental and behavioural disorders (remainder of F00-F99)","0.51",""
"Total","Norway","Rate","2011","Less than 65 years","Diseases of the nervous system and the sense organs (G00-H95)","6.58",""
"Total","Norway","Rate","2011","Less than 65 years","Parkinson disease","0.21",""
"Total","Norway","Rate","2011","Less than 65 years","Alzheimer disease","0.65",""
"Total","Norway","Rate","2011","Less than 65 years","Other diseases of the nervous system and the sense organs (remainder of G00-H95)","5.72",""
"Total","Norway","Rate","2011","Less than 65 years","Diseases of the circulatory system (I00-I99)","27.99",""
"Total","Norway","Rate","2011","Less than 65 years","Ischaemic heart diseases","14.77",""
"Total","Norway","Rate","2011","Less than 65 years","Acute myocardial infarction including subsequent myocardial infarction","9.1",""
"Total","Norway","Rate","2011","Less than 65 years","Other ischaemic heart diseases","5.68",""
"Total","Norway","Rate","2011","Less than 65 years","Other heart diseases","4.36",""
"Total","Norway","Rate","2011","Less than 65 years","Cerebrovascular diseases","5.38",""
"Total","Norway","Rate","2011","Less than 65 years","Other diseases of the circulatory system (remainder of I00-I99)","3.48",""
"Total","Norway","Rate","2011","Less than 65 years","Diseases of the respiratory system (J00-J99)","7.69",""
"Total","Norway","Rate","2011","Less than 65 years","Influenza (including swine flu)","0.15",""
"Total","Norway","Rate","2011","Less than 65 years","Pneumonia","1.17",""
"Total","Norway","Rate","2011","Less than 65 years","Chronic lower respiratory diseases","5.26",""
"Total","Norway","Rate","2011","Less than 65 years","Asthma and status asthmaticus","0.38",""
"Total","Norway","Rate","2011","Less than 65 years","Other lower respiratory diseases","4.87",""
"Total","Norway","Rate","2011","Less than 65 years","Other diseases of the respiratory system (remainder of J00-J99)","1.11",""
"Total","Norway","Rate","2011","Less than 65 years","Diseases of the digestive system (K00-K93)","5.57",""
"Total","Norway","Rate","2011","Less than 65 years","Ulcer of stomach, duodenum and jejunum","0.6",""
"Total","Norway","Rate","2011","Less than 65 years","Chronic liver disease","2.5",""
"Total","Norway","Rate","2011","Less than 65 years","Other diseases of the digestive system (remainder of K00-K93)","2.47",""
"Total","Norway","Rate","2011","Less than 65 years","Diseases of the skin and subcutaneous tissue (L00-L99)","0.05",""
"Total","Norway","Rate","2011","Less than 65 years","Diseases of the musculoskeletal system and connective tissue (M00-M99)","0.83",""
"Total","Norway","Rate","2011","Less than 65 years","Rheumatoid arthritis and arthrosis (M05-M06,M15-M19)","0.13",""
"Total","Norway","Rate","2011","Less than 65 years","Other diseases of the musculoskeletal system and connective tissue (remainder of M00-M99)","0.7",""
"Total","Norway","Rate","2011","Less than 65 years","Diseases of the genitourinary system (N00-N99)","0.72",""
"Total","Norway","Rate","2011","Less than 65 years","Diseases of kidney and ureter","0.49",""
"Total","Norway","Rate","2011","Less than 65 years","Other diseases of the genitourinary system (remainder of N00-N99)","0.23",""
"Total","Norway","Rate","2011","Less than 65 years","Pregnancy, childbirth and the puerperium (O00-O99)","0.07",""
"Total","Norway","Rate","2011","Less than 65 years","Certain conditions originating in the perinatal period (P00-P96)","1.49",""
"Total","Norway","Rate","2011","Less than 65 years","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","2.42",""
"Total","Norway","Rate","2011","Less than 65 years","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","11.42",""
"Total","Norway","Rate","2011","Less than 65 years","Sudden infant death syndrome","0.3",""
"Total","Norway","Rate","2011","Less than 65 years","Ill-defined and unknown causes of mortality","10.88",""
"Total","Norway","Rate","2011","Less than 65 years","Other symptoms, signs and abnormal clinical and laboratory findings (remainder of R00-R99)","0.24",""
"Total","Norway","Rate","2011","Less than 65 years","External causes of morbidity and mortality (V01-Y89)","31.6",""
"Total","Norway","Rate","2011","Less than 65 years","Accidents (V01-X59, Y85, Y86)","16.41",""
"Total","Norway","Rate","2011","Less than 65 years","Transport accidents (V01-V99, Y85)","4.4",""
"Total","Norway","Rate","2011","Less than 65 years","Other accidents (W20-W64, W75-X39, X50-X59, Y86)","2.79",""
"Total","Norway","Rate","2011","Less than 65 years","Falls","1.27",""
"Total","Norway","Rate","2011","Less than 65 years","Accidental drowning and submersion","1.23",""
"Total","Norway","Rate","2011","Less than 65 years","Intentional self-harm","12.58",""
"Total","Norway","Rate","2011","Less than 65 years","Accidental poisoning by and exposure to noxious substances","6.71",""
"Total","Norway","Rate","2011","Less than 65 years","Assault","2.52",""
"Total","Norway","Rate","2011","Less than 65 years","Event of undetermined intent","0.05",""
"Total","Norway","Rate","2011","Less than 65 years","Other external causes of morbidity and mortality (remainder of V01-Y89)","0.05",""
"Total","Norway","Rate","2012","Total","All causes of death (A00-Y89) excluding S00-T98","999.09",""
"Total","Norway","Rate","2012","Total","Certain infectious and parasitic diseases (A00-B99)","24.23",""
"Total","Norway","Rate","2012","Total","Tuberculosis","0.47",""
"Total","Norway","Rate","2012","Total","Viral hepatitis and sequelae of viral hepatitis","0.18",""
"Total","Norway","Rate","2012","Total","Human immunodeficiency virus [HIV] disease","0.21",""
"Total","Norway","Rate","2012","Total","Other infectious and parasitic diseases (remainder of A00-B99)","23.36",""
"Total","Norway","Rate","2012","Total","Neoplasms","265.83",""
"Total","Norway","Rate","2012","Total","Malignant neoplasms (C00-C97)","259.49",""
"Total","Norway","Rate","2012","Total","Malignant neoplasm of lip, oral cavity, pharynx","3.44",""
"Total","Norway","Rate","2012","Total","Malignant neoplasm of oesophagus","4.75",""
"Total","Norway","Rate","2012","Total","Malignant neoplasm of stomach","7.86",""
"Total","Norway","Rate","2012","Total","Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal","38.95",""
"Total","Norway","Rate","2012","Total","Malignant neoplasm of liver and intrahepatic bile ducts","5.33",""
"Total","Norway","Rate","2012","Total","Malignant neoplasm of pancreas","17.66",""
"Total","Norway","Rate","2012","Total","Malignant neoplasm of larynx","0.95",""
"Total","Norway","Rate","2012","Total","Malignant neoplasm of trachea, bronchus and lung","53.13",""
"Total","Norway","Rate","2012","Total","Malignant melanoma of skin","7.36",""
"Total","Norway","Rate","2012","Total","Malignant neoplasm of breast","15.29",""
"Total","Norway","Rate","2012","Total","Malignant neoplasm of cervix uteri","1.51",""
"Total","Norway","Rate","2012","Total","Malignant neoplasm of other parts of uterus","3.73",""
"Total","Norway","Rate","2012","Total","Malignant neoplasm of ovary","7.71",""
"Total","Norway","Rate","2012","Total","Malignant neoplasm of prostate","24.29",""
"Total","Norway","Rate","2012","Total","Malignant neoplasm of kidney, except renal pelvis","6.69",""
"Total","Norway","Rate","2012","Total","Malignant neoplasm of bladder","7.42",""
"Total","Norway","Rate","2012","Total","Malignant neoplasm of brain and central nervous system","6.78",""
"Total","Norway","Rate","2012","Total","Malignant neoplasm of thyroid gland","0.63",""
"Total","Norway","Rate","2012","Total","Hodgkin disease and lymphomas","7.21",""
"Total","Norway","Rate","2012","Total","Other malignant neoplasm of lymphoid, haematopoietic and related tissue","6.3",""
"Total","Norway","Rate","2012","Total","Leukaemia","8.13",""
"Total","Norway","Rate","2012","Total","Other malignant neoplasms (remainder of C00-C97)","24.37",""
"Total","Norway","Rate","2012","Total","Non-malignant neoplasms (benign and uncertain)","6.35",""
"Total","Norway","Rate","2012","Total","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","3.07",""
"Total","Norway","Rate","2012","Total","Endocrine, nutritional and metabolic diseases (E00-E90)","26",""
"Total","Norway","Rate","2012","Total","Diabetes mellitus","17.43",""
"Total","Norway","Rate","2012","Total","Other endocrine, nutritional and metabolic diseases (remainder of E00-E90)","8.57",""
"Total","Norway","Rate","2012","Total","Mental and behavioural disorders (F00-F99)","53.34",""
"Total","Norway","Rate","2012","Total","Dementia","46.62",""
"Total","Norway","Rate","2012","Total","Mental and behavioural disorders due to use of alcohol","3.5",""
"Total","Norway","Rate","2012","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.63",""
"Total","Norway","Rate","2012","Total","Other mental and behavioural disorders (remainder of F00-F99)","2.6",""
"Total","Norway","Rate","2012","Total","Diseases of the nervous system and the sense organs (G00-H95)","41.84",""
"Total","Norway","Rate","2012","Total","Parkinson disease","6.9",""
"Total","Norway","Rate","2012","Total","Alzheimer disease","19.16",""
"Total","Norway","Rate","2012","Total","Other diseases of the nervous system and the sense organs (remainder of G00-H95)","15.78",""
"Total","Norway","Rate","2012","Total","Diseases of the circulatory system (I00-I99)","311.69",""
"Total","Norway","Rate","2012","Total","Ischaemic heart diseases","116.17",""
"Total","Norway","Rate","2012","Total","Acute myocardial infarction including subsequent myocardial infarction","74.07",""
"Total","Norway","Rate","2012","Total","Other ischaemic heart diseases","42.1",""
"Total","Norway","Rate","2012","Total","Other heart diseases","86.83",""
"Total","Norway","Rate","2012","Total","Cerebrovascular diseases","74.64",""
"Total","Norway","Rate","2012","Total","Other diseases of the circulatory system (remainder of I00-I99)","34.05",""
"Total","Norway","Rate","2012","Total","Diseases of the respiratory system (J00-J99)","103.39",""
"Total","Norway","Rate","2012","Total","Influenza (including swine flu)","2.03",""
"Total","Norway","Rate","2012","Total","Pneumonia","38.44",""
"Total","Norway","Rate","2012","Total","Chronic lower respiratory diseases","53.32",""
"Total","Norway","Rate","2012","Total","Asthma and status asthmaticus","1.96",""
"Total","Norway","Rate","2012","Total","Other lower respiratory diseases","51.36",""
"Total","Norway","Rate","2012","Total","Other diseases of the respiratory system (remainder of J00-J99)","9.6",""
"Total","Norway","Rate","2012","Total","Diseases of the digestive system (K00-K93)","31.47",""
"Total","Norway","Rate","2012","Total","Ulcer of stomach, duodenum and jejunum","4.45",""
"Total","Norway","Rate","2012","Total","Chronic liver disease","4.39",""
"Total","Norway","Rate","2012","Total","Other diseases of the digestive system (remainder of K00-K93)","22.64",""
"Total","Norway","Rate","2012","Total","Diseases of the skin and subcutaneous tissue (L00-L99)","2.57",""
"Total","Norway","Rate","2012","Total","Diseases of the musculoskeletal system and connective tissue (M00-M99)","5.5",""
"Total","Norway","Rate","2012","Total","Rheumatoid arthritis and arthrosis (M05-M06,M15-M19)","1.43",""
"Total","Norway","Rate","2012","Total","Other diseases of the musculoskeletal system and connective tissue (remainder of M00-M99)","4.07",""
"Total","Norway","Rate","2012","Total","Diseases of the genitourinary system (N00-N99)","20.09",""
"Total","Norway","Rate","2012","Total","Diseases of kidney and ureter","12.2",""
"Total","Norway","Rate","2012","Total","Other diseases of the genitourinary system (remainder of N00-N99)","7.89",""
"Total","Norway","Rate","2012","Total","Pregnancy, childbirth and the puerperium (O00-O99)",":",""
"Total","Norway","Rate","2012","Total","Certain conditions originating in the perinatal period (P00-P96)","1.31",""
"Total","Norway","Rate","2012","Total","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","2.6",""
"Total","Norway","Rate","2012","Total","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","51.91",""
"Total","Norway","Rate","2012","Total","Sudden infant death syndrome","0.28",""
"Total","Norway","Rate","2012","Total","Ill-defined and unknown causes of mortality","37.24",""
"Total","Norway","Rate","2012","Total","Other symptoms, signs and abnormal clinical and laboratory findings (remainder of R00-R99)","14.39",""
"Total","Norway","Rate","2012","Total","External causes of morbidity and mortality (V01-Y89)","54.25",""
"Total","Norway","Rate","2012","Total","Accidents (V01-X59, Y85, Y86)","42.91",""
"Total","Norway","Rate","2012","Total","Transport accidents (V01-V99, Y85)","3.96",""
"Total","Norway","Rate","2012","Total","Other accidents (W20-W64, W75-X39, X50-X59, Y86)","20.07",""
"Total","Norway","Rate","2012","Total","Falls","11.31",""
"Total","Norway","Rate","2012","Total","Accidental drowning and submersion","1.19",""
"Total","Norway","Rate","2012","Total","Intentional self-harm","10.62",""
"Total","Norway","Rate","2012","Total","Accidental poisoning by and exposure to noxious substances","6.38",""
"Total","Norway","Rate","2012","Total","Assault","0.6",""
"Total","Norway","Rate","2012","Total","Event of undetermined intent","0.1",""
"Total","Norway","Rate","2012","Total","Other external causes of morbidity and mortality (remainder of V01-Y89)","0.02",""
"Total","Norway","Rate","2012","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","164.43",""
"Total","Norway","Rate","2012","Less than 65 years","Certain infectious and parasitic diseases (A00-B99)","2.35",""
"Total","Norway","Rate","2012","Less than 65 years","Tuberculosis","0.07",""
"Total","Norway","Rate","2012","Less than 65 years","Viral hepatitis and sequelae of viral hepatitis","0.23",""
"Total","Norway","Rate","2012","Less than 65 years","Human immunodeficiency virus [HIV] disease","0.23",""
"Total","Norway","Rate","2012","Less than 65 years","Other infectious and parasitic diseases (remainder of A00-B99)","1.82",""
"Total","Norway","Rate","2012","Less than 65 years","Neoplasms","62.29",""
"Total","Norway","Rate","2012","Less than 65 years","Malignant neoplasms (C00-C97)","61.85",""
"Total","Norway","Rate","2012","Less than 65 years","Malignant neoplasm of lip, oral cavity, pharynx","1.14",""
"Total","Norway","Rate","2012","Less than 65 years","Malignant neoplasm of oesophagus","1.9",""
"Total","Norway","Rate","2012","Less than 65 years","Malignant neoplasm of stomach","1.74",""
"Total","Norway","Rate","2012","Less than 65 years","Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal","7.84",""
"Total","Norway","Rate","2012","Less than 65 years","Malignant neoplasm of liver and intrahepatic bile ducts","2.05",""
"Total","Norway","Rate","2012","Less than 65 years","Malignant neoplasm of pancreas","4.04",""
"Total","Norway","Rate","2012","Less than 65 years","Malignant neoplasm of larynx","0.26",""
"Total","Norway","Rate","2012","Less than 65 years","Malignant neoplasm of trachea, bronchus and lung","13.5",""
"Total","Norway","Rate","2012","Less than 65 years","Malignant melanoma of skin","2.82",""
"Total","Norway","Rate","2012","Less than 65 years","Malignant neoplasm of breast","5.1",""
"Total","Norway","Rate","2012","Less than 65 years","Malignant neoplasm of cervix uteri","0.86",""
"Total","Norway","Rate","2012","Less than 65 years","Malignant neoplasm of other parts of uterus","0.5",""
"Total","Norway","Rate","2012","Less than 65 years","Malignant neoplasm of ovary","2.64",""
"Total","Norway","Rate","2012","Less than 65 years","Malignant neoplasm of prostate","1.36",""
"Total","Norway","Rate","2012","Less than 65 years","Malignant neoplasm of kidney, except renal pelvis","1.54",""
"Total","Norway","Rate","2012","Less than 65 years","Malignant neoplasm of bladder","0.89",""
"Total","Norway","Rate","2012","Less than 65 years","Malignant neoplasm of brain and central nervous system","4.17",""
"Total","Norway","Rate","2012","Less than 65 years","Malignant neoplasm of thyroid gland","0.08",""
"Total","Norway","Rate","2012","Less than 65 years","Hodgkin disease and lymphomas","1.34",""
"Total","Norway","Rate","2012","Less than 65 years","Other malignant neoplasm of lymphoid, haematopoietic and related tissue","1.19",""
"Total","Norway","Rate","2012","Less than 65 years","Leukaemia","1.74",""
"Total","Norway","Rate","2012","Less than 65 years","Other malignant neoplasms (remainder of C00-C97)","5.15",""
"Total","Norway","Rate","2012","Less than 65 years","Non-malignant neoplasms (benign and uncertain)","0.43",""
"Total","Norway","Rate","2012","Less than 65 years","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","0.51",""
"Total","Norway","Rate","2012","Less than 65 years","Endocrine, nutritional and metabolic diseases (E00-E90)","4.13",""
"Total","Norway","Rate","2012","Less than 65 years","Diabetes mellitus","2.82",""
